체결시간,BongFlag,가격,봉카운트,거래내역
95500,True,29.8,0
95500,False,29.8,0,
95500,False,29.8,0,
95500,False,29.8,0,
95500,False,29.8,0,
95500,False,29.8,0,
95500,False,29.8,0,
95500,False,29.79,0,
95500,False,29.78,0,
95500,False,29.77,0,
95500,False,29.76,0,
95500,False,29.75,0,
95500,False,29.75,0,
95500,False,29.75,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.75,0,
95500,False,29.75,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.75,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.75,0,
95500,False,29.75,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.75,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.75,0,
95500,False,29.75,0,
95500,False,29.75,0,
95500,False,29.74,0,
95500,False,29.75,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.76,0,
95500,False,29.77,0,
95501,False,29.76,0,
95501,False,29.76,0,
95501,False,29.75,0,
95501,False,29.75,0,
95501,False,29.75,0,
95501,False,29.74,0,
95501,False,29.73,0,
95501,False,29.74,0,
95501,False,29.74,0,
95501,False,29.74,0,
95501,False,29.74,0,
95501,False,29.74,0,
95501,False,29.74,0,
95501,False,29.75,0,
95502,False,29.76,0,
95502,False,29.75,0,
95502,False,29.76,0,
95502,False,29.76,0,
95502,False,29.77,0,
95502,False,29.76,0,
95502,False,29.76,0,
95502,False,29.76,0,
95502,False,29.76,0,
95502,False,29.76,0,
95502,False,29.76,0,
95502,False,29.76,0,
95502,False,29.75,0,
95502,False,29.75,0,
95502,False,29.75,0,
95502,False,29.75,0,
95502,False,29.75,0,
95502,False,29.75,0,
95502,False,29.75,0,
95503,False,29.75,0,
95503,False,29.75,0,
95503,False,29.76,0,
95503,False,29.76,0,
95504,False,29.76,0,
95504,False,29.75,0,
95504,False,29.74,0,
95504,False,29.74,0,
95504,False,29.74,0,
95504,False,29.74,0,
95504,False,29.75,0,
95504,False,29.75,0,
95504,False,29.74,0,
95504,False,29.75,0,
95504,False,29.76,0,
95504,False,29.76,0,
95504,False,29.76,0,
95504,False,29.76,0,
