체결시간,BongFlag,가격,봉카운트,거래내역
150000,True,26.35,0,
150000,False,26.35,0,
150000,False,26.35,0,
150000,False,26.34,0,
150000,False,26.34,0,
150002,False,26.35,0,
150006,False,26.35,0,
150007,False,26.34,0,
150007,False,26.34,0,
150009,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150010,False,26.34,0,
150012,False,26.35,0,
150012,False,26.35,0,
150012,False,26.35,0,
150012,False,26.35,0,
150012,False,26.35,0,
150015,False,26.35,0,
150022,False,26.38,0,
150023,False,26.39,0,
150024,False,26.39,0,
150025,False,26.38,0,
150026,False,26.39,0,
150027,False,26.39,0,
150027,False,26.4,0,
150027,False,26.4,0,
150027,False,26.39,0,
150028,False,26.39,0,
150029,False,26.4,0,
150031,False,26.39,0,
150032,False,26.39,0,
150032,False,26.39,0,
150032,False,26.39,0,
150032,False,26.39,0,
150032,False,26.38,0,
150041,False,26.4,0,
150044,False,26.4,0,
150044,False,26.4,0,
150045,False,26.4,0,
150054,False,26.41,0,
150054,False,26.41,0,
150055,False,26.41,0,
150059,False,26.43,0,
150059,False,26.42,0,
150101,True,26.44,1,
150101,False,26.44,1,
150101,False,26.44,1,
150101,False,26.43,1,
150102,False,26.45,1,
150102,False,26.44,1,
150102,False,26.45,1,
150104,False,26.45,1,
150104,False,26.46,1,
150104,False,26.46,1,
150107,False,26.47,1,
150107,False,26.47,1,
150107,False,26.47,1,
150107,False,26.48,1,
150114,False,26.48,1,
150116,False,26.48,1,
150116,False,26.48,1,
150122,False,26.49,1,
150124,False,26.49,1,
150124,False,26.5,1,
150124,False,26.5,1,
150126,False,26.5,1,
150127,False,26.5,1,
150128,False,26.51,1,
150128,False,26.52,1,
150128,False,26.53,1,
150128,False,26.54,1,
150128,False,26.53,1,
150128,False,26.51,1,
150128,False,26.52,1,
150128,False,26.52,1,
150128,False,26.51,1,
150128,False,26.51,1,
150129,False,26.5,1,
150130,False,26.5,1,
150132,False,26.51,1,
150132,False,26.5,1,
150132,False,26.5,1,
150132,False,26.5,1,
150132,False,26.5,1,
150132,False,26.51,1,
150133,False,26.51,1,
150133,False,26.51,1,
150135,False,26.52,1,
150135,False,26.52,1,
150135,False,26.51,1,
150135,False,26.52,1,
150136,False,26.51,1,
150137,False,26.51,1,
150137,False,26.51,1,
150138,False,26.5,1,
150139,False,26.51,1,
150140,False,26.5,1,
150140,False,26.49,1,
150140,False,26.49,1,
150142,False,26.48,1,
150143,False,26.48,1,
150144,False,26.48,1,
150149,False,26.47,1,
150151,False,26.48,1,
150153,False,26.48,1,
150202,True,26.46,2,
150203,False,26.47,2,
150204,False,26.46,2,
150204,False,26.47,2,
150204,False,26.48,2,
150209,False,26.49,2,
150209,False,26.49,2,
150211,False,26.5,2,
150211,False,26.51,2,
150211,False,26.51,2,
150211,False,26.51,2,
150211,False,26.51,2,
150211,False,26.51,2,
150211,False,26.51,2,
150211,False,26.51,2,
150213,False,26.51,2,
150213,False,26.51,2,
150213,False,26.51,2,
150214,False,26.52,2,
150214,False,26.53,2,
150214,False,26.53,2,
150214,False,26.52,2,
150218,False,26.51,2,
150221,False,26.51,2,
150221,False,26.51,2,
150222,False,26.52,2,
150224,False,26.51,2,
150224,False,26.52,2,
150226,False,26.51,2,
150226,False,26.5,2,
150226,False,26.5,2,
150226,False,26.5,2,
150232,False,26.5,2,
150237,False,26.48,2,
150237,False,26.47,2,
150238,False,26.46,2,
150241,False,26.47,2,
150246,False,26.47,2,
150246,False,26.46,2,
150247,False,26.46,2,
150258,False,26.47,2,
150300,True,26.47,2,
150300,False,26.47,2,
150302,False,26.46,2,
150303,False,26.46,2,
150303,False,26.46,2,
150304,False,26.45,2,
150305,False,26.45,2,
150306,False,26.46,2,
150312,False,26.46,2,
150312,False,26.46,2,
150318,False,26.46,2,
150319,False,26.45,2,
150324,False,26.45,2,
150324,False,26.45,2,
150335,False,26.45,2,
150340,False,26.45,2,
150348,False,26.45,2,
150401,True,26.42,-1,
150405,False,26.42,-1,
150426,False,26.43,-1,
150427,False,26.43,-1,
150427,False,26.42,-1,
150427,False,26.41,-1,
150427,False,26.41,-1,
150428,False,26.42,-1,
150434,False,26.42,-1,
150440,False,26.43,-1,
150442,False,26.43,-1,
150452,False,26.42,-1,
150452,False,26.43,-1,
150507,True,26.44,-1,
150520,False,26.45,-1,
150531,False,26.43,-1,
150537,False,26.45,-1,
150537,False,26.45,-1,
150537,False,26.45,-1,
150548,False,26.46,-1,
150551,False,26.45,-1,
150603,True,26.46,-1,
150624,False,26.46,-1,
150624,False,26.45,-1,
150625,False,26.45,-1,
150632,False,26.43,-1,
150632,False,26.43,-1,
150632,False,26.44,-1,
150639,False,26.44,-1,
150649,False,26.45,-1,
150651,False,26.45,-1,
150703,True,26.45,-2,
150719,False,26.45,-2,
150719,False,26.46,-2,
150719,False,26.47,-2,
150719,False,26.48,-2,
150719,False,26.49,-2,
150719,False,26.5,-2,
150719,False,26.51,-2,
150719,False,26.52,-2,
150719,False,26.53,-2,
150719,False,26.54,-2,
150719,False,26.55,-2,
150719,False,26.56,-2,
150719,False,26.57,-2,
150719,False,26.58,-2,
150719,False,26.47,-2,
150719,False,26.48,-2,
150719,False,26.51,-2,
150719,False,26.51,-2,
150719,False,26.5,-2,
150719,False,26.49,-2,
150719,False,26.5,-2,
150719,False,26.49,-2,
150719,False,26.49,-2,
150719,False,26.52,-2,
150719,False,26.51,-2,
150719,False,26.52,-2,
150719,False,26.53,-2,
150719,False,26.52,-2,
150719,False,26.53,-2,
150719,False,26.51,-2,
150719,False,26.48,-2,
150719,False,26.48,-2,
150719,False,26.47,-2,
150719,False,26.47,-2,
150719,False,26.47,-2,
150719,False,26.48,-2,
150719,False,26.47,-2,
150719,False,26.47,-2,
150719,False,26.49,-2,
150719,False,26.51,-2,
150719,False,26.52,-2,
150719,False,26.51,-2,
150719,False,26.51,-2,
150719,False,26.53,-2,
150719,False,26.53,-2,
150719,False,26.5,-2,
150720,False,26.49,-2,
150720,False,26.49,-2,
150720,False,26.51,-2,
150720,False,26.52,-2,
150720,False,26.54,-2,
150722,False,26.54,-2,
150728,False,26.52,-2,
150729,False,26.54,-2,
150729,False,26.54,-2,
150729,False,26.54,-2,
150729,False,26.54,-2,
150729,False,26.54,-2,
150729,False,26.54,-2,
150730,False,26.54,-2,
150730,False,26.54,-2,
150730,False,26.55,-2,
150730,False,26.54,-2,
150730,False,26.57,-2,
150731,False,26.55,-2,
150731,False,26.55,-2,
150731,False,26.54,-2,
150731,False,26.54,-2,
150731,False,26.54,-2,
150733,False,26.54,-2,
150733,False,26.54,-2,
150733,False,26.54,-2,
150733,False,26.54,-2,
150733,False,26.54,-2,
150733,False,26.54,-2,
150733,False,26.54,-2,
150733,False,26.54,-2,
150733,False,26.54,-2,
150735,False,26.55,-2,
150736,False,26.56,-2,
150736,False,26.57,-2,
150736,False,26.56,-2,
150736,False,26.55,-2,
150736,False,26.55,-2,
150743,False,26.56,-2,
150744,False,26.55,-2,
150744,False,26.56,-2,
150745,False,26.57,-2,
150745,False,26.58,-2,
150746,False,26.58,-2,
150747,False,26.58,-2,
150748,False,26.57,-2,
150748,False,26.57,-2,
150748,False,26.57,-2,
150748,False,26.56,-2,
150748,False,26.59,-2,
150748,False,26.58,-2,
150749,False,26.59,-2,
150750,False,26.59,-2,
150750,False,26.58,-2,
150750,False,26.6,-2,
150750,False,26.6,-2,
150750,False,26.6,-2,
150750,False,26.62,-2,
150750,False,26.63,-2,
150750,False,26.63,-2,
150750,False,26.62,-2,
150751,False,26.63,-2,
150751,False,26.63,-2,
150751,False,26.62,-2,
150751,False,26.63,-2,
150751,False,26.63,-2,
150751,False,26.63,-2,
150751,False,26.62,-2,
150751,False,26.61,-2,
150751,False,26.6,-2,
150751,False,26.61,-2,
150751,False,26.6,-2,
150751,False,26.59,-2,
150751,False,26.58,-2,
150752,False,26.6,-2,
150753,False,26.6,-2,
150754,False,26.6,-2,
150754,False,26.61,-2,
150756,False,26.62,-2,
150756,False,26.62,-2,
150759,False,26.63,-2,
150800,True,26.63,1,
150802,False,26.64,1,
150802,False,26.62,1,
150805,False,26.63,1,
150808,False,26.63,1,
150809,False,26.62,1,
150809,False,26.62,1,
150810,False,26.61,1,
150810,False,26.61,1,
150811,False,26.61,1,
