체결시간,BongFlag,가격,봉카운트,거래내역
224100,True,21.62,0
224100,False,21.62,0
224100,False,21.62,0
224100,False,21.62,0
224100,False,21.62,0
224100,False,21.62,0
224100,False,21.63,0
224100,False,21.62,0
224100,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224101,False,21.62,0
224102,False,21.62,0
224102,False,21.62,0
224102,False,21.62,0
224102,False,21.62,0
224103,False,21.62,0
224103,False,21.62,0
224103,False,21.62,0
224103,False,21.62,0
224103,False,21.62,0
224103,False,21.62,0
224103,False,21.62,0
224103,False,21.62,0
224103,False,21.62,0
224103,False,21.62,0
224103,False,21.62,0
224103,False,21.62,0
224104,False,21.62,0
224104,False,21.63,0
224104,False,21.62,0
224104,False,21.62,0
224104,False,21.62,0
224104,False,21.62,0
224105,False,21.63,0
224105,False,21.63,0
224105,False,21.63,0
224105,False,21.63,0
224105,False,21.63,0
224105,False,21.63,0
224105,False,21.63,0
224105,False,21.63,0
224105,False,21.63,0
224105,False,21.63,0
224106,False,21.63,0
224106,False,21.63,0
224106,False,21.63,0
224106,False,21.63,0
224106,False,21.63,0
224106,False,21.63,0
224107,False,21.63,0
224107,False,21.64,0
224107,False,21.64,0
224107,False,21.64,0
224107,False,21.64,0
224107,False,21.64,0
224107,False,21.64,0
224107,False,21.64,0
224107,False,21.64,0
224107,False,21.64,0
224108,False,21.64,0
224108,False,21.64,0
224109,False,21.64,0
224109,False,21.64,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224109,False,21.63,0
224110,False,21.63,0
224110,False,21.63,0
224110,False,21.63,0
224110,False,21.63,0
224111,False,21.62,0
224111,False,21.63,0
224111,False,21.62,0
224112,False,21.63,0
224112,False,21.62,0
224112,False,21.63,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
224112,False,21.62,0
