체결시간,BongFlag,가격,봉카운트,거래내역
94400,True,29.63,0
94401,False,29.65,0,
94402,False,29.65,0,
94403,False,29.64,0,
94404,False,29.63,0,
94404,False,29.64,0,
94404,False,29.64,0,
94406,False,29.64,0,
94408,False,29.63,0,
94408,False,29.63,0,
94408,False,29.63,0,
94409,False,29.63,0,
94409,False,29.64,0,
94409,False,29.64,0,
94409,False,29.63,0,
94410,False,29.63,0,
94410,False,29.64,0,
94411,False,29.64,0,
94411,False,29.64,0,
94412,False,29.64,0,
94414,False,29.64,0,
94415,False,29.64,0,
94415,False,29.63,0,
94416,False,29.63,0,
94416,False,29.63,0,
94417,False,29.64,0,
94417,False,29.64,0,
94417,False,29.64,0,
94419,False,29.63,0,
94419,False,29.64,0,
94420,False,29.64,0,
94420,False,29.64,0,
94420,False,29.63,0,
94420,False,29.63,0,
94420,False,29.63,0,
94420,False,29.63,0,
94420,False,29.63,0,
94420,False,29.63,0,
94420,False,29.63,0,
94420,False,29.63,0,
94420,False,29.63,0,
94421,False,29.64,0,
94422,False,29.64,0,
94423,False,29.63,0,
94425,False,29.64,0,
94427,False,29.63,0,
94427,False,29.64,0,
94427,False,29.64,0,
94428,False,29.63,0,
94430,False,29.64,0,
94431,False,29.63,0,
94431,False,29.63,0,
94438,False,29.64,0,
94438,False,29.64,0,
94438,False,29.64,0,
94438,False,29.64,0,
94440,False,29.63,0,
94441,False,29.64,0,
94441,False,29.63,0,
94444,False,29.63,0,
94444,False,29.63,0,
94444,False,29.63,0,
94447,False,29.63,0,
94448,False,29.63,0,
94448,False,29.63,0,
94448,False,29.64,0,
94453,False,29.63,0,
94455,False,29.63,0,
94455,False,29.63,0,
94455,False,29.63,0,
94455,False,29.62,0,
94455,False,29.62,0,
94455,False,29.63,0,
94455,False,29.63,0,
94459,False,29.63,0,
94500,True,29.63,0,
94500,False,29.63,0,
94500,False,29.62,0,
94500,False,29.63,0,
94501,False,29.63,0,
94501,False,29.63,0,
94502,False,29.63,0,
94502,False,29.63,0,
94507,False,29.63,0,
94508,False,29.62,0,
94510,False,29.62,0,
94512,False,29.62,0,
94512,False,29.62,0,
94512,False,29.62,0,
94512,False,29.62,0,
94513,False,29.63,0,
94513,False,29.63,0,
94514,False,29.63,0,
94516,False,29.63,0,
94518,False,29.64,0,
94518,False,29.64,0,
94518,False,29.64,0,
94519,False,29.64,0,
94519,False,29.64,0,
94519,False,29.64,0,
94519,False,29.64,0,
94519,False,29.64,0,
94521,False,29.64,0,
94531,False,29.64,0,
94531,False,29.64,0,
94531,False,29.64,0,
94531,False,29.64,0,
94531,False,29.64,0,
94533,False,29.64,0,
94536,False,29.65,0,
94537,False,29.65,0,
94537,False,29.66,0,
94537,False,29.66,0,
94541,False,29.66,0,
94541,False,29.66,0,
94541,False,29.66,0,
94541,False,29.66,0,
94542,False,29.66,0,
94542,False,29.66,0,
94542,False,29.66,0,
94542,False,29.66,0,
94542,False,29.67,0,
94543,False,29.67,0,
94544,False,29.67,0,
94544,False,29.67,0,
94544,False,29.67,0,
94544,False,29.67,0,
94546,False,29.67,0,
94546,False,29.67,0,
94546,False,29.68,0,
94546,False,29.69,0,
94546,False,29.69,0,
94547,False,29.69,0,
94547,False,29.69,0,
94548,False,29.68,0,
94548,False,29.68,0,
94549,False,29.69,0,
94549,False,29.68,0,
94549,False,29.68,0,
94550,False,29.68,0,
94552,False,29.69,0,
94553,False,29.68,0,
94553,False,29.68,0,
94554,False,29.69,0,
94554,False,29.69,0,
94555,False,29.69,0,
94555,False,29.68,0,
94555,False,29.68,0,
94556,False,29.68,0,
94556,False,29.68,0,
94556,False,29.68,0,
94556,False,29.68,0,
94557,False,29.67,0,
94557,False,29.67,0,
94557,False,29.66,0,
94557,False,29.66,0,
94558,False,29.67,0,
94558,False,29.67,0,
94558,False,29.67,0,
94558,False,29.66,0,
94559,False,29.66,0,
94559,False,29.66,0,
94559,False,29.66,0,
94600,True,29.67,1,
94600,False,29.66,1,
94600,False,29.66,1,
